station_abbr;reference_timestamp;ths200dn;ths200dx;ths200d0;th9120dv;th91dndv;th91dxdv
OTL;25.04.1884 00:00;;;10.1;-3.5;;
OTL;26.04.1884 00:00;;;8.9;-4.8;;
OTL;27.04.1884 00:00;;;11;-2.9;;
OTL;28.04.1884 00:00;;;12.1;-1.9;;
OTL;29.04.1884 00:00;;;11.8;-2.3;;
OTL;30.04.1884 00:00;;;11.9;-2.3;;
OTL;01.05.1884 00:00;;;15;0.5;;
OTL;02.05.1884 00:00;;;14.8;0.2;;
OTL;03.05.1884 00:00;;;14.9;0.1;;
OTL;04.05.1884 00:00;;;12.5;-2.4;;
OTL;05.05.1884 00:00;;;10.3;-4.7;;
OTL;06.05.1884 00:00;;;11.7;-3.4;;
OTL;07.05.1884 00:00;;;13.1;-2.2;;
OTL;08.05.1884 00:00;;;14.9;-0.5;;
OTL;09.05.1884 00:00;;;15.5;0;;
OTL;10.05.1884 00:00;;;18.3;2.7;;
OTL;11.05.1884 00:00;;;18.8;3;;
OTL;12.05.1884 00:00;;;19.8;3.9;;
OTL;13.05.1884 00:00;;;20.3;4.3;;
OTL;14.05.1884 00:00;;;19.6;3.5;;
OTL;15.05.1884 00:00;;;18.6;2.3;;
OTL;16.05.1884 00:00;;;17.7;1.3;;
OTL;17.05.1884 00:00;;;19.8;3.3;;
OTL;18.05.1884 00:00;;;15.6;-1;;
OTL;19.05.1884 00:00;;;14;-2.8;;
OTL;20.05.1884 00:00;;;14.7;-2.2;;
OTL;21.05.1884 00:00;;;18.3;1.3;;
OTL;22.05.1884 00:00;;;19.5;2.3;;
OTL;23.05.1884 00:00;;;19.2;1.9;;
OTL;24.05.1884 00:00;;;18.8;1.4;;
OTL;25.05.1884 00:00;;;18.7;1.2;;
OTL;26.05.1884 00:00;;;16.7;-1;;
OTL;27.05.1884 00:00;;;15.2;-2.6;;
OTL;28.05.1884 00:00;;;17.7;-0.2;;
OTL;29.05.1884 00:00;;;18.8;0.7;;
OTL;30.05.1884 00:00;;;14.6;-3.6;;
OTL;31.05.1884 00:00;;;13.2;-5.1;;
OTL;01.06.1884 00:00;;;15.7;-2.9;;
OTL;02.06.1884 00:00;;;13.9;-4.8;;
OTL;03.06.1884 00:00;;;10;-8.9;;
OTL;04.06.1884 00:00;;;14;-5;;
OTL;05.06.1884 00:00;;;15;-4.1;;
OTL;06.06.1884 00:00;;;14.2;-5;;
OTL;07.06.1884 00:00;;;12.9;-6.4;;
OTL;08.06.1884 00:00;;;11.6;-7.9;;
OTL;09.06.1884 00:00;;;14.9;-4.7;;
OTL;10.06.1884 00:00;;;13.7;-6;;
OTL;11.06.1884 00:00;;;15.2;-4.6;;
OTL;12.06.1884 00:00;;;14.4;-5.5;;
OTL;13.06.1884 00:00;;;14.1;-5.9;;
OTL;14.06.1884 00:00;;;16.8;-3.3;;
OTL;15.06.1884 00:00;;;14.7;-5.5;;
OTL;16.06.1884 00:00;;;17.5;-2.8;;
OTL;17.06.1884 00:00;;;15.7;-4.7;;
OTL;18.06.1884 00:00;;;15.4;-5.1;;
OTL;19.06.1884 00:00;;;15.5;-5.1;;
OTL;20.06.1884 00:00;;;17.8;-2.9;;
OTL;21.06.1884 00:00;;;18.9;-1.9;;
OTL;22.06.1884 00:00;;;17.6;-3.3;;
OTL;23.06.1884 00:00;;;16.2;-4.8;;
OTL;24.06.1884 00:00;;;15;-6.1;;
OTL;25.06.1884 00:00;;;19.1;-2.1;;
OTL;26.06.1884 00:00;;;19.7;-1.5;;
OTL;27.06.1884 00:00;;;21.3;0;;
OTL;28.06.1884 00:00;;;22.4;1;;
OTL;29.06.1884 00:00;;;21;-0.5;;
OTL;30.06.1884 00:00;;;20.4;-1.1;;
OTL;01.07.1884 00:00;;;21.7;0;;
OTL;02.07.1884 00:00;;;23.1;1.4;;
OTL;03.07.1884 00:00;;;22.9;1.1;;
OTL;04.07.1884 00:00;;;21.9;0.1;;
OTL;05.07.1884 00:00;;;22.5;0.6;;
OTL;06.07.1884 00:00;;;22.5;0.5;;
OTL;07.07.1884 00:00;;;23.6;1.6;;
OTL;08.07.1884 00:00;;;22.2;0.1;;
OTL;09.07.1884 00:00;;;21;-1.1;;
OTL;10.07.1884 00:00;;;19.8;-2.4;;
OTL;11.07.1884 00:00;;;21.8;-0.4;;
OTL;12.07.1884 00:00;;;23.8;1.6;;
OTL;13.07.1884 00:00;;;24.8;2.5;;
OTL;14.07.1884 00:00;;;25.1;2.8;;
OTL;15.07.1884 00:00;;;25.8;3.4;;
OTL;16.07.1884 00:00;;;24.3;1.9;;
OTL;17.07.1884 00:00;;;24.7;2.3;;
OTL;18.07.1884 00:00;;;24.5;2;;
OTL;19.07.1884 00:00;;;23.2;0.7;;
OTL;20.07.1884 00:00;;;20.4;-2.1;;
OTL;21.07.1884 00:00;;;19.8;-2.7;;
OTL;22.07.1884 00:00;;;20.1;-2.5;;
OTL;23.07.1884 00:00;;;21.6;-1;;
OTL;24.07.1884 00:00;;;20.5;-2.1;;
OTL;25.07.1884 00:00;;;17.3;-5.3;;
OTL;26.07.1884 00:00;;;19.1;-3.5;;
OTL;27.07.1884 00:00;;;16;-6.6;;
OTL;28.07.1884 00:00;;;17.6;-5;;
OTL;29.07.1884 00:00;;;19.3;-3.3;;
OTL;30.07.1884 00:00;;;19.5;-3.2;;
OTL;31.07.1884 00:00;;;21;-1.7;;
OTL;01.08.1884 00:00;;;21.1;-1.6;;
OTL;02.08.1884 00:00;;;21.9;-0.7;;
OTL;03.08.1884 00:00;;;23.5;0.9;;
OTL;04.08.1884 00:00;;;23.4;0.8;;
OTL;05.08.1884 00:00;;;23.6;1;;
OTL;06.08.1884 00:00;;;22.5;-0.1;;
OTL;07.08.1884 00:00;;;20.5;-2;;
OTL;08.08.1884 00:00;;;22;-0.5;;
OTL;09.08.1884 00:00;;;21.4;-1.1;;
OTL;10.08.1884 00:00;;;22.2;-0.2;;
OTL;11.08.1884 00:00;;;20.2;-2.2;;
OTL;12.08.1884 00:00;;;23.4;1.1;;
OTL;13.08.1884 00:00;;;24.4;2.2;;
OTL;14.08.1884 00:00;;;23.8;1.6;;
OTL;15.08.1884 00:00;;;22.7;0.6;;
OTL;16.08.1884 00:00;;;21.6;-0.4;;
OTL;17.08.1884 00:00;;;22.8;0.9;;
OTL;18.08.1884 00:00;;;22.9;1.1;;
OTL;19.08.1884 00:00;;;20.5;-1.2;;
OTL;20.08.1884 00:00;;;20.2;-1.4;;
OTL;21.08.1884 00:00;;;17.7;-3.8;;
OTL;22.08.1884 00:00;;;20.2;-1.2;;
OTL;23.08.1884 00:00;;;18.8;-2.5;;
OTL;24.08.1884 00:00;;;20.8;-0.4;;
OTL;25.08.1884 00:00;;;20.8;-0.3;;
OTL;26.08.1884 00:00;;;21.1;0.2;;
OTL;27.08.1884 00:00;;;17.7;-3.1;;
OTL;28.08.1884 00:00;;;17.3;-3.4;;
OTL;29.08.1884 00:00;;;18;-2.5;;
OTL;30.08.1884 00:00;;;19.4;-1;;
OTL;31.08.1884 00:00;;;18.1;-2.1;;
OTL;01.09.1884 00:00;;;18.2;-1.7;;
OTL;02.09.1884 00:00;;;19;-0.7;;
OTL;03.09.1884 00:00;;;16.7;-2.9;;
OTL;04.09.1884 00:00;;;16.2;-3.2;;
OTL;05.09.1884 00:00;;;15.4;-3.8;;
OTL;06.09.1884 00:00;;;17.2;-1.9;;
OTL;07.09.1884 00:00;;;14.8;-4.1;;
OTL;08.09.1884 00:00;;;17.1;-1.7;;
OTL;09.09.1884 00:00;;;16.3;-2.3;;
OTL;10.09.1884 00:00;;;14.1;-4.3;;
OTL;11.09.1884 00:00;;;13.9;-4.4;;
OTL;12.09.1884 00:00;;;12.7;-5.4;;
OTL;13.09.1884 00:00;;;12.8;-5.2;;
OTL;14.09.1884 00:00;;;12.7;-5.1;;
OTL;15.09.1884 00:00;;;15.7;-2;;
OTL;16.09.1884 00:00;;;17.5;0;;
OTL;17.09.1884 00:00;;;19.1;1.8;;
OTL;18.09.1884 00:00;;;19.3;2.1;;
OTL;19.09.1884 00:00;;;19.9;2.9;;
OTL;20.09.1884 00:00;;;20.4;3.5;;
OTL;21.09.1884 00:00;;;20;3.3;;
OTL;22.09.1884 00:00;;;16.5;-0.1;;
OTL;23.09.1884 00:00;;;15.9;-0.5;;
OTL;24.09.1884 00:00;;;17.2;0.9;;
OTL;25.09.1884 00:00;;;17.1;1;;
OTL;26.09.1884 00:00;;;16.8;0.8;;
OTL;27.09.1884 00:00;;;16.7;0.9;;
OTL;28.09.1884 00:00;;;16.5;0.8;;
OTL;29.09.1884 00:00;;;21.5;5.9;;
OTL;30.09.1884 00:00;;;15.7;0.3;;
OTL;01.10.1884 00:00;;;17.1;2;;
OTL;02.10.1884 00:00;;;16.3;1.3;;
OTL;03.10.1884 00:00;;;16.1;1.2;;
OTL;04.10.1884 00:00;;;14.7;0;;
OTL;05.10.1884 00:00;;;15.2;0.6;;
OTL;06.10.1884 00:00;;;12.2;-2.2;;
OTL;07.10.1884 00:00;;;11.1;-3.2;;
OTL;08.10.1884 00:00;;;11.3;-2.8;;
OTL;09.10.1884 00:00;;;12.1;-1.9;;
OTL;10.10.1884 00:00;;;10.5;-3.3;;
OTL;11.10.1884 00:00;;;8.9;-4.8;;
OTL;12.10.1884 00:00;;;7;-6.5;;
OTL;13.10.1884 00:00;;;6.3;-7.1;;
OTL;14.10.1884 00:00;;;8;-5.2;;
OTL;15.10.1884 00:00;;;7.8;-5.3;;
OTL;16.10.1884 00:00;;;8.3;-4.6;;
OTL;17.10.1884 00:00;;;10.9;-1.9;;
OTL;18.10.1884 00:00;;;13.4;0.8;;
OTL;19.10.1884 00:00;;;13.4;0.9;;
OTL;20.10.1884 00:00;;;12.1;-0.2;;
OTL;21.10.1884 00:00;;;11.1;-1.1;;
OTL;22.10.1884 00:00;;;9.7;-2.3;;
OTL;23.10.1884 00:00;;;7.5;-4.3;;
OTL;24.10.1884 00:00;;;7.9;-3.8;;
OTL;25.10.1884 00:00;;;7.4;-4.1;;
OTL;26.10.1884 00:00;;;9.2;-2.2;;
OTL;27.10.1884 00:00;;;9.7;-1.5;;
OTL;28.10.1884 00:00;;;9.7;-1.3;;
OTL;29.10.1884 00:00;;;8.6;-2.3;;
OTL;30.10.1884 00:00;;;9;-1.7;;
OTL;31.10.1884 00:00;;;9.2;-1.3;;
OTL;01.11.1884 00:00;;;10.5;0.3;;
OTL;02.11.1884 00:00;;;10.3;0.3;;
OTL;03.11.1884 00:00;;;7.9;-1.9;;
OTL;04.11.1884 00:00;;;7.5;-2.2;;
OTL;05.11.1884 00:00;;;7.1;-2.4;;
OTL;06.11.1884 00:00;;;7.5;-1.8;;
OTL;07.11.1884 00:00;;;7.8;-1.4;;
OTL;08.11.1884 00:00;;;8.6;-0.4;;
OTL;09.11.1884 00:00;;;9.2;0.4;;
OTL;10.11.1884 00:00;;;9.9;1.2;;
OTL;11.11.1884 00:00;;;9.2;0.7;;
OTL;12.11.1884 00:00;;;7;-1.4;;
OTL;13.11.1884 00:00;;;7.4;-0.8;;
OTL;14.11.1884 00:00;;;5.6;-2.5;;
OTL;15.11.1884 00:00;;;3.2;-4.7;;
OTL;16.11.1884 00:00;;;2.7;-5.1;;
OTL;17.11.1884 00:00;;;3.4;-4.2;;
OTL;18.11.1884 00:00;;;4.7;-2.8;;
OTL;19.11.1884 00:00;;;4.3;-3;;
OTL;20.11.1884 00:00;;;3.7;-3.5;;
OTL;21.11.1884 00:00;;;3.7;-3.3;;
OTL;22.11.1884 00:00;;;2.7;-4.2;;
OTL;23.11.1884 00:00;;;0.3;-6.5;;
OTL;24.11.1884 00:00;;;2.5;-4.1;;
OTL;25.11.1884 00:00;;;0.9;-5.6;;
OTL;26.11.1884 00:00;;;0.4;-5.9;;
OTL;27.11.1884 00:00;;;2.2;-4;;
OTL;28.11.1884 00:00;;;2.9;-3.2;;
OTL;29.11.1884 00:00;;;3.5;-2.5;;
OTL;30.11.1884 00:00;;;3.7;-2.1;;
OTL;01.12.1884 00:00;;;0.8;-4.8;;
OTL;02.12.1884 00:00;;;-0.5;-6;;
OTL;03.12.1884 00:00;;;0.9;-4.4;;
OTL;04.12.1884 00:00;;;3.4;-1.8;;
OTL;05.12.1884 00:00;;;4.8;-0.3;;
OTL;06.12.1884 00:00;;;5;0;;
OTL;07.12.1884 00:00;;;4.6;-0.3;;
OTL;08.12.1884 00:00;;;6.4;1.6;;
OTL;09.12.1884 00:00;;;6.3;1.5;;
OTL;10.12.1884 00:00;;;7.5;2.8;;
OTL;11.12.1884 00:00;;;3.9;-0.7;;
OTL;12.12.1884 00:00;;;7.4;2.9;;
OTL;13.12.1884 00:00;;;6.4;2;;
OTL;14.12.1884 00:00;;;4.5;0.1;;
OTL;15.12.1884 00:00;;;4.5;0.2;;
OTL;16.12.1884 00:00;;;5;0.8;;
OTL;17.12.1884 00:00;;;4.4;0.2;;
OTL;18.12.1884 00:00;;;6.5;2.4;;
OTL;19.12.1884 00:00;;;4;-0.1;;
OTL;20.12.1884 00:00;;;1.1;-2.9;;
OTL;21.12.1884 00:00;;;4.8;0.8;;
OTL;22.12.1884 00:00;;;5.6;1.7;;
OTL;23.12.1884 00:00;;;3.8;-0.1;;
OTL;24.12.1884 00:00;;;4.2;0.3;;
OTL;25.12.1884 00:00;;;3.1;-0.8;;
OTL;26.12.1884 00:00;;;1.9;-1.9;;
OTL;27.12.1884 00:00;;;3.4;-0.4;;
OTL;28.12.1884 00:00;;;3.7;-0.1;;
OTL;29.12.1884 00:00;;;3.1;-0.7;;
OTL;30.12.1884 00:00;;;5.1;1.3;;
OTL;31.12.1884 00:00;;;4.1;0.3;;
OTL;01.01.1885 00:00;;;1.2;-2.6;;
OTL;02.01.1885 00:00;;;2.7;-1.1;;
OTL;03.01.1885 00:00;;;3;-0.8;;
OTL;04.01.1885 00:00;;;1.4;-2.4;;
OTL;05.01.1885 00:00;;;2;-1.8;;
OTL;06.01.1885 00:00;;;1.3;-2.5;;
OTL;07.01.1885 00:00;;;2.5;-1.3;;
OTL;08.01.1885 00:00;;;0.6;-3.2;;
OTL;09.01.1885 00:00;;;0.2;-3.6;;
OTL;10.01.1885 00:00;;;0.1;-3.7;;
OTL;11.01.1885 00:00;;;-0.5;-4.3;;
OTL;12.01.1885 00:00;;;-1.1;-4.9;;
OTL;13.01.1885 00:00;;;2.3;-1.5;;
OTL;14.01.1885 00:00;;;1.2;-2.7;;
OTL;15.01.1885 00:00;;;1;-2.9;;
OTL;16.01.1885 00:00;;;2.2;-1.7;;
OTL;17.01.1885 00:00;;;3.1;-0.8;;
OTL;18.01.1885 00:00;;;3.3;-0.6;;
OTL;19.01.1885 00:00;;;2.4;-1.5;;
OTL;20.01.1885 00:00;;;0.1;-3.8;;
OTL;21.01.1885 00:00;;;-0.1;-4;;
OTL;22.01.1885 00:00;;;-0.9;-4.8;;
OTL;23.01.1885 00:00;;;-0.8;-4.8;;
OTL;24.01.1885 00:00;;;1.9;-2.1;;
OTL;25.01.1885 00:00;;;-1.3;-5.3;;
OTL;26.01.1885 00:00;;;-1;-5;;
OTL;27.01.1885 00:00;;;-1;-5;;
OTL;28.01.1885 00:00;;;1;-3;;
OTL;29.01.1885 00:00;;;1.4;-2.7;;
OTL;30.01.1885 00:00;;;2.3;-1.8;;
OTL;31.01.1885 00:00;;;1.8;-2.3;;
OTL;01.02.1885 00:00;;;2;-2.1;;
OTL;02.02.1885 00:00;;;4.4;0.2;;
OTL;03.02.1885 00:00;;;1.8;-2.4;;
OTL;04.02.1885 00:00;;;3.1;-1.1;;
OTL;05.02.1885 00:00;;;3.2;-1.1;;
OTL;06.02.1885 00:00;;;5.7;1.4;;
OTL;07.02.1885 00:00;;;2.4;-2;;
OTL;08.02.1885 00:00;;;3.7;-0.7;;
OTL;09.02.1885 00:00;;;3.1;-1.4;;
OTL;10.02.1885 00:00;;;5.7;1.1;;
OTL;11.02.1885 00:00;;;3.8;-0.9;;
OTL;12.02.1885 00:00;;;3.1;-1.6;;
OTL;13.02.1885 00:00;;;3.6;-1.2;;
OTL;14.02.1885 00:00;;;2.9;-2;;
OTL;15.02.1885 00:00;;;3.8;-1.2;;
OTL;16.02.1885 00:00;;;4.3;-0.8;;
OTL;17.02.1885 00:00;;;4;-1.2;;
OTL;18.02.1885 00:00;;;4;-1.3;;
OTL;19.02.1885 00:00;;;6.1;0.6;;
OTL;20.02.1885 00:00;;;4.7;-0.9;;
OTL;21.02.1885 00:00;;;6.7;1;;
OTL;22.02.1885 00:00;;;7.5;1.7;;
OTL;23.02.1885 00:00;;;6.6;0.6;;
OTL;24.02.1885 00:00;;;6;-0.1;;
OTL;25.02.1885 00:00;;;6.1;-0.2;;
OTL;26.02.1885 00:00;;;7.4;1;;
OTL;27.02.1885 00:00;;;8.5;1.9;;
OTL;28.02.1885 00:00;;;8.5;1.8;;
OTL;01.03.1885 00:00;;;8.7;1.5;;
OTL;02.03.1885 00:00;;;7.8;0.4;;
OTL;03.03.1885 00:00;;;6.7;-0.9;;
OTL;04.03.1885 00:00;;;7.3;-0.4;;
OTL;05.03.1885 00:00;;;4.8;-3.1;;
OTL;06.03.1885 00:00;;;6.4;-1.6;;
OTL;07.03.1885 00:00;;;10.3;2.1;;
OTL;08.03.1885 00:00;;;9.6;1.3;;
OTL;09.03.1885 00:00;;;7.9;-0.6;;
OTL;10.03.1885 00:00;;;9.5;0.9;;
OTL;11.03.1885 00:00;;;7.2;-1.5;;
OTL;12.03.1885 00:00;;;6.8;-2.1;;
OTL;13.03.1885 00:00;;;7.6;-1.4;;
OTL;14.03.1885 00:00;;;5.8;-3.3;;
OTL;15.03.1885 00:00;;;7.1;-2.2;;
OTL;16.03.1885 00:00;;;8.2;-1.2;;
OTL;17.03.1885 00:00;;;8.6;-0.9;;
OTL;18.03.1885 00:00;;;6.6;-3;;
OTL;19.03.1885 00:00;;;6.1;-3.7;;
OTL;20.03.1885 00:00;;;9.3;-0.6;;
OTL;21.03.1885 00:00;;;10;0;;
OTL;22.03.1885 00:00;;;8.8;-1.3;;
OTL;23.03.1885 00:00;;;9;-1.2;;
OTL;24.03.1885 00:00;;;4.9;-5.4;;
OTL;25.03.1885 00:00;;;6;-4.4;;
OTL;26.03.1885 00:00;;;7.7;-2.8;;
OTL;27.03.1885 00:00;;;8;-2.6;;
OTL;28.03.1885 00:00;;;7.7;-3;;
OTL;29.03.1885 00:00;;;10.4;-0.4;;
OTL;30.03.1885 00:00;;;9.6;-1.3;;
OTL;31.03.1885 00:00;;;10.5;-0.5;;
OTL;01.04.1885 00:00;;;10.5;-0.6;;
OTL;02.04.1885 00:00;;;10.5;-0.7;;
OTL;03.04.1885 00:00;;;11;-0.3;;
OTL;04.04.1885 00:00;;;11.9;0.5;;
OTL;05.04.1885 00:00;;;9.2;-2.3;;
OTL;06.04.1885 00:00;;;6.4;-5.2;;
OTL;07.04.1885 00:00;;;5;-6.7;;
OTL;08.04.1885 00:00;;;8;-3.8;;
OTL;09.04.1885 00:00;;;10.5;-1.4;;
OTL;10.04.1885 00:00;;;9.1;-2.9;;
OTL;11.04.1885 00:00;;;6.7;-5.4;;
OTL;12.04.1885 00:00;;;6.7;-5.5;;
OTL;13.04.1885 00:00;;;8.4;-3.9;;
OTL;14.04.1885 00:00;;;9.6;-2.8;;
OTL;15.04.1885 00:00;;;10.3;-2.2;;
OTL;16.04.1885 00:00;;;10.2;-2.4;;
OTL;17.04.1885 00:00;;;13.1;0.4;;
OTL;18.04.1885 00:00;;;13.3;0.5;;
OTL;19.04.1885 00:00;;;16.1;3.2;;
OTL;20.04.1885 00:00;;;16.3;3.3;;
OTL;21.04.1885 00:00;;;15.9;2.7;;
OTL;22.04.1885 00:00;;;17.2;3.9;;
OTL;23.04.1885 00:00;;;17;3.6;;
OTL;24.04.1885 00:00;;;17;3.5;;
OTL;25.04.1885 00:00;;;16.2;2.6;;
OTL;26.04.1885 00:00;;;10.3;-3.4;;
OTL;27.04.1885 00:00;;;8.3;-5.6;;
OTL;28.04.1885 00:00;;;9;-5;;
OTL;29.04.1885 00:00;;;9.2;-4.9;;
OTL;30.04.1885 00:00;;;9.8;-4.4;;
OTL;01.05.1885 00:00;;;11.2;-3.3;;
OTL;02.05.1885 00:00;;;12;-2.6;;
OTL;03.05.1885 00:00;;;10;-4.8;;
OTL;04.05.1885 00:00;;;9.4;-5.5;;
OTL;05.05.1885 00:00;;;9.4;-5.6;;
OTL;06.05.1885 00:00;;;9.9;-5.2;;
OTL;07.05.1885 00:00;;;11;-4.3;;
OTL;08.05.1885 00:00;;;12.3;-3.1;;
OTL;09.05.1885 00:00;;;13.1;-2.4;;
OTL;10.05.1885 00:00;;;11.8;-3.8;;
OTL;11.05.1885 00:00;;;13.2;-2.6;;
OTL;12.05.1885 00:00;;;12.6;-3.3;;
OTL;13.05.1885 00:00;;;9.7;-6.3;;
OTL;14.05.1885 00:00;;;7.7;-8.4;;
OTL;15.05.1885 00:00;;;11;-5.3;;
OTL;16.05.1885 00:00;;;12.7;-3.7;;
OTL;17.05.1885 00:00;;;9.6;-6.9;;
OTL;18.05.1885 00:00;;;8.7;-7.9;;
OTL;19.05.1885 00:00;;;12.3;-4.5;;
OTL;20.05.1885 00:00;;;13.2;-3.7;;
OTL;21.05.1885 00:00;;;8.5;-8.5;;
OTL;22.05.1885 00:00;;;12.9;-4.3;;
OTL;23.05.1885 00:00;;;9.8;-7.5;;
OTL;24.05.1885 00:00;;;14;-3.4;;
OTL;25.05.1885 00:00;;;15.9;-1.6;;
OTL;26.05.1885 00:00;;;16.8;-0.9;;
OTL;27.05.1885 00:00;;;18.8;1;;
OTL;28.05.1885 00:00;;;19.7;1.8;;
OTL;29.05.1885 00:00;;;21;2.9;;
OTL;30.05.1885 00:00;;;19.1;0.9;;
OTL;31.05.1885 00:00;;;19.8;1.5;;
OTL;01.06.1885 00:00;;;19;0.4;;
OTL;02.06.1885 00:00;;;18;-0.7;;
OTL;03.06.1885 00:00;;;17.7;-1.2;;
OTL;04.06.1885 00:00;;;18.9;-0.1;;
OTL;05.06.1885 00:00;;;19.8;0.7;;
OTL;06.06.1885 00:00;;;20.4;1.2;;
OTL;07.06.1885 00:00;;;22;2.7;;
OTL;08.06.1885 00:00;;;22.2;2.7;;
OTL;09.06.1885 00:00;;;21.7;2.1;;
OTL;10.06.1885 00:00;;;20.6;0.9;;
OTL;11.06.1885 00:00;;;18.9;-0.9;;
OTL;12.06.1885 00:00;;;19.6;-0.3;;
OTL;13.06.1885 00:00;;;18.6;-1.4;;
OTL;14.06.1885 00:00;;;21.1;1;;
OTL;15.06.1885 00:00;;;22.2;2;;
OTL;16.06.1885 00:00;;;20.5;0.2;;
OTL;17.06.1885 00:00;;;18.3;-2.1;;
OTL;18.06.1885 00:00;;;20.8;0.3;;
OTL;19.06.1885 00:00;;;22;1.4;;
OTL;20.06.1885 00:00;;;21.8;1.1;;
OTL;21.06.1885 00:00;;;22.1;1.3;;
OTL;22.06.1885 00:00;;;15.4;-5.5;;
OTL;23.06.1885 00:00;;;18.8;-2.2;;
OTL;24.06.1885 00:00;;;19.2;-1.9;;
OTL;25.06.1885 00:00;;;21;-0.2;;
OTL;26.06.1885 00:00;;;22.9;1.7;;
OTL;27.06.1885 00:00;;;23.8;2.5;;
OTL;28.06.1885 00:00;;;22;0.6;;
OTL;29.06.1885 00:00;;;21.3;-0.2;;
OTL;30.06.1885 00:00;;;19.9;-1.6;;
OTL;01.07.1885 00:00;;;18.7;-3;;
OTL;02.07.1885 00:00;;;20.3;-1.4;;
OTL;03.07.1885 00:00;;;21.5;-0.3;;
OTL;04.07.1885 00:00;;;19.9;-1.9;;
OTL;05.07.1885 00:00;;;18.3;-3.6;;
OTL;06.07.1885 00:00;;;20.4;-1.6;;
OTL;07.07.1885 00:00;;;21.7;-0.3;;
OTL;08.07.1885 00:00;;;21.9;-0.2;;
OTL;09.07.1885 00:00;;;22.9;0.8;;
OTL;10.07.1885 00:00;;;20.1;-2.1;;
OTL;11.07.1885 00:00;;;19.4;-2.8;;
OTL;12.07.1885 00:00;;;21.9;-0.3;;
OTL;13.07.1885 00:00;;;21.3;-1;;
OTL;14.07.1885 00:00;;;17.8;-4.5;;
OTL;15.07.1885 00:00;;;21.5;-0.9;;
OTL;16.07.1885 00:00;;;22.1;-0.3;;
OTL;17.07.1885 00:00;;;22.7;0.3;;
OTL;18.07.1885 00:00;;;21.1;-1.4;;
OTL;19.07.1885 00:00;;;20.8;-1.7;;
OTL;20.07.1885 00:00;;;22.6;0.1;;
OTL;21.07.1885 00:00;;;23.3;0.8;;
OTL;22.07.1885 00:00;;;23.3;0.7;;
OTL;23.07.1885 00:00;;;22.4;-0.2;;
OTL;24.07.1885 00:00;;;22.7;0.1;;
OTL;25.07.1885 00:00;;;23.1;0.5;;
OTL;26.07.1885 00:00;;;22.8;0.2;;
OTL;27.07.1885 00:00;;;22.2;-0.4;;
OTL;28.07.1885 00:00;;;22.1;-0.5;;
OTL;29.07.1885 00:00;;;24;1.4;;
OTL;30.07.1885 00:00;;;23.4;0.7;;
OTL;31.07.1885 00:00;;;23;0.3;;
OTL;01.08.1885 00:00;;;22.5;-0.2;;
OTL;02.08.1885 00:00;;;21.8;-0.8;;
OTL;03.08.1885 00:00;;;21;-1.6;;
OTL;04.08.1885 00:00;;;20.8;-1.8;;
OTL;05.08.1885 00:00;;;21.4;-1.2;;
OTL;06.08.1885 00:00;;;21.6;-1;;
OTL;07.08.1885 00:00;;;16.6;-5.9;;
OTL;08.08.1885 00:00;;;21.6;-0.9;;
OTL;09.08.1885 00:00;;;20.8;-1.7;;
OTL;10.08.1885 00:00;;;21.9;-0.5;;
OTL;11.08.1885 00:00;;;21;-1.4;;
OTL;12.08.1885 00:00;;;22.7;0.4;;
OTL;13.08.1885 00:00;;;21.3;-0.9;;
OTL;14.08.1885 00:00;;;22.3;0.1;;
OTL;15.08.1885 00:00;;;20.8;-1.3;;
OTL;16.08.1885 00:00;;;21.8;-0.2;;
OTL;17.08.1885 00:00;;;22.1;0.2;;
OTL;18.08.1885 00:00;;;20.3;-1.5;;
OTL;19.08.1885 00:00;;;19.8;-1.9;;
OTL;20.08.1885 00:00;;;16.1;-5.5;;
OTL;21.08.1885 00:00;;;16.1;-5.4;;
OTL;22.08.1885 00:00;;;16.6;-4.8;;
OTL;23.08.1885 00:00;;;19;-2.3;;
OTL;24.08.1885 00:00;;;18.2;-3;;
OTL;25.08.1885 00:00;;;16.9;-4.2;;
OTL;26.08.1885 00:00;;;16.9;-4;;
OTL;27.08.1885 00:00;;;16.8;-4;;
OTL;28.08.1885 00:00;;;16.1;-4.6;;
OTL;29.08.1885 00:00;;;17.5;-3;;
OTL;30.08.1885 00:00;;;15.3;-5.1;;
OTL;31.08.1885 00:00;;;18.3;-1.9;;
OTL;01.09.1885 00:00;;;17.3;-2.6;;
OTL;02.09.1885 00:00;;;16.1;-3.6;;
OTL;03.09.1885 00:00;;;16.3;-3.3;;
OTL;04.09.1885 00:00;;;14.3;-5.1;;
OTL;05.09.1885 00:00;;;17.1;-2.1;;
OTL;06.09.1885 00:00;;;15;-4.1;;
OTL;07.09.1885 00:00;;;15.4;-3.5;;
OTL;08.09.1885 00:00;;;13.3;-5.5;;
OTL;09.09.1885 00:00;;;16;-2.6;;
OTL;10.09.1885 00:00;;;15.7;-2.7;;
OTL;11.09.1885 00:00;;;13;-5.3;;
OTL;12.09.1885 00:00;;;15.1;-3;;
OTL;13.09.1885 00:00;;;13.8;-4.2;;
OTL;14.09.1885 00:00;;;16.1;-1.7;;
OTL;15.09.1885 00:00;;;16.7;-1;;
OTL;16.09.1885 00:00;;;18;0.5;;
OTL;17.09.1885 00:00;;;18.6;1.3;;
